id,class
15976,2
15977,8
15978,18
15979,9
15980,9
15981,1
15982,15
15983,13
15984,18
15985,17
15986,6
15987,18
15988,3
15989,18
15990,15
15991,13
15992,6
15993,18
15994,7
15995,4
15996,19
15997,19
15998,8
15999,17
16000,2
16001,10
16002,8
16003,10
16004,19
16005,12
16006,15
16007,14
16008,6
16009,8
16010,7
16011,14
16012,13
16013,19
16014,2
16015,13
16016,2
16017,6
16018,3
16019,8
16020,12
16021,3
16022,19
16023,18
16024,1
16025,8
16026,3
16027,9
16028,9
16029,14
16030,13
16031,8
16032,8
16033,2
16034,10
16035,9
16036,8
16037,16
16038,9
16039,1
16040,18
16041,14
16042,6
16043,15
16044,10
16045,9
16046,9
16047,9
16048,9
16049,13
16050,10
16051,19
16052,12
16053,11
16054,1
16055,15
16056,11
16057,6
16058,8
16059,12
16060,12
16061,3
16062,1
16063,8
16064,10
16065,3
16066,8
16067,3
16068,17
16069,2
16070,6
16071,8
16072,9
16073,11
16074,1
16075,8
16076,2
16077,13
16078,13
16079,7
16080,15
16081,9
16082,14
16083,15
16084,17
16085,4
16086,3
16087,15
16088,1
16089,6
16090,15
16091,15
16092,4
16093,14
16094,9
16095,5
16096,13
16097,6
16098,18
16099,15
16100,19
16101,18
16102,15
16103,13
16104,18
16105,9
16106,6
16107,13
16108,9
16109,15
16110,4
16111,11
16112,15
16113,15
16114,2
16115,1
16116,3
16117,19
16118,10
16119,9
16120,6
16121,15
16122,16
16123,15
16124,19
16125,19
16126,5
16127,6
16128,9
16129,3
16130,18
16131,11
16132,15
16133,8
16134,13
16135,14
16136,11
16137,11
16138,16
16139,7
16140,2
16141,13
16142,3
16143,11
16144,11
16145,13
16146,6
16147,8
16148,18
16149,7
16150,3
16151,13
16152,15
16153,13
16154,3
16155,18
16156,11
16157,4
16158,9
16159,5
16160,12
16161,12
16162,6
16163,15
16164,18
16165,10
16166,8
16167,4
16168,6
16169,19
16170,18
16171,14
16172,19
16173,13
16174,14
16175,19
16176,18
16177,4
16178,3
16179,8
16180,5
16181,19
16182,4
16183,19
16184,4
16185,15
16186,9
16187,6
16188,12
16189,6
16190,1
16191,15
16192,17
16193,7
16194,13
16195,13
16196,8
16197,3
16198,11
16199,13
16200,15
16201,18
16202,6
16203,18
16204,5
16205,9
16206,10
16207,12
16208,18
16209,3
16210,7
16211,9
16212,14
16213,8
16214,12
16215,19
16216,3
16217,6
16218,19
16219,12
16220,13
16221,6
16222,11
16223,12
16224,16
16225,8
16226,14
16227,3
16228,8
16229,19
16230,12
16231,9
16232,16
16233,15
16234,2
16235,4
16236,18
16237,2
16238,3
16239,15
16240,15
16241,15
16242,17
16243,10
16244,6
16245,8
16246,1
16247,17
16248,7
16249,17
16250,15
16251,10
16252,9
16253,1
16254,5
16255,6
16256,9
16257,5
16258,6
16259,8
16260,12
16261,5
16262,7
16263,13
16264,16
16265,15
16266,1
16267,5
16268,13
16269,14
16270,1
16271,1
16272,13
16273,16
16274,13
16275,1
16276,16
16277,18
16278,7
16279,19
16280,9
16281,17
16282,9
16283,3
16284,15
16285,6
16286,3
16287,1
16288,7
16289,13
16290,15
16291,14
16292,8
16293,18
16294,9
16295,10
16296,13
16297,19
16298,5
16299,16
16300,3
16301,3
16302,15
16303,17
16304,8
16305,13
16306,1
16307,4
16308,8
16309,3
16310,3
16311,1
16312,14
16313,14
16314,18
16315,15
16316,3
16317,9
16318,13
16319,14
16320,15
16321,8
16322,1
16323,16
16324,3
16325,12
16326,13
16327,6
16328,12
16329,8
16330,12
16331,9
16332,15
16333,10
16334,18
16335,9
16336,2
16337,15
16338,4
16339,8
16340,15
16341,6
16342,17
16343,10
16344,12
16345,18
16346,6
16347,18
16348,6
16349,8
16350,14
16351,12
16352,4
16353,9
16354,14
16355,6
16356,12
16357,7
16358,19
16359,3
16360,6
16361,19
16362,18
16363,10
16364,15
16365,11
16366,7
16367,3
16368,8
16369,7
16370,9
16371,8
16372,4
16373,14
16374,6
16375,8
16376,3
16377,3
16378,13
16379,3
16380,2
16381,3
16382,10
16383,7
16384,3
16385,15
16386,1
16387,3
16388,18
16389,11
16390,6
16391,14
16392,13
16393,19
16394,6
16395,10
16396,12
16397,3
16398,1
16399,10
16400,9
16401,6
16402,15
16403,9
16404,3
16405,13
16406,4
16407,17
16408,6
16409,3
16410,8
16411,18
16412,6
16413,4
16414,9
16415,19
16416,6
16417,13
16418,6
16419,10
16420,19
16421,9
16422,12
16423,6
16424,5
16425,12
16426,1
16427,9
16428,7
16429,18
16430,14
16431,3
16432,4
16433,10
16434,12
16435,18
16436,4
16437,17
16438,14
16439,15
16440,3
16441,18
16442,14
16443,14
16444,12
16445,11
16446,2
16447,10
16448,6
16449,6
16450,4
16451,18
16452,15
16453,15
16454,15
16455,4
16456,19
16457,13
16458,18
16459,16
16460,8
16461,3
16462,9
16463,4
16464,9
16465,15
16466,19
16467,4
16468,16
16469,12
16470,10
16471,10
16472,6
16473,17
16474,3
16475,15
16476,13
16477,13
16478,13
16479,18
16480,8
16481,19
16482,9
16483,14
16484,6
16485,9
16486,7
16487,13
16488,6
16489,9
16490,2
16491,1
16492,13
16493,1
16494,16
16495,18
16496,10
16497,17
16498,15
16499,13
16500,9
16501,9
16502,1
16503,12
16504,6
16505,10
16506,13
16507,3
16508,6
16509,7
16510,7
16511,12
16512,13
16513,15
16514,6
16515,1
16516,1
16517,19
16518,6
16519,5
16520,1
16521,11
16522,17
16523,15
16524,6
16525,13
16526,18
16527,9
16528,9
16529,10
16530,1
16531,15
16532,8
16533,6
16534,12
16535,18
16536,4
16537,2
16538,6
16539,4
16540,18
16541,17
16542,15
16543,4
16544,3
16545,6
16546,8
16547,6
16548,9
16549,6
16550,12
16551,9
16552,4
16553,15
16554,14
16555,5
16556,4
16557,17
16558,1
16559,8
16560,15
16561,4
16562,18
16563,12
16564,6
16565,14
16566,8
16567,18
16568,19
16569,9
16570,13
16571,15
16572,17
16573,17
16574,18
16575,13
16576,15
16577,1
16578,3
16579,12
16580,13
16581,3
16582,18
16583,12
16584,3
16585,9
16586,11
16587,6
16588,14
16589,2
16590,3
16591,8
16592,11
16593,18
16594,8
16595,5
16596,9
16597,12
16598,6
16599,15
16600,17
16601,14
16602,3
16603,3
16604,14
16605,15
16606,6
16607,12
16608,12
16609,19
16610,1
16611,19
16612,10
16613,10
16614,18
16615,9
16616,15
16617,11
16618,1
16619,2
16620,1
16621,3
16622,18
16623,13
16624,19
16625,8
16626,12
16627,9
16628,6
16629,13
16630,2
16631,9
16632,3
16633,13
16634,8
16635,3
16636,3
16637,8
16638,1
16639,1
16640,5
16641,1
16642,8
16643,17
16644,9
16645,10
16646,5
16647,9
16648,11
16649,3
16650,12
16651,3
16652,4
16653,12
16654,14
16655,13
16656,13
16657,3
16658,11
16659,14
16660,1
16661,15
16662,3
16663,9
16664,1
16665,3
16666,14
16667,2
16668,3
16669,8
16670,7
16671,11
16672,9
16673,19
16674,19
16675,16
16676,15
16677,14
16678,6
16679,10
16680,19
16681,4
16682,8
16683,17
16684,17
16685,8
16686,6
16687,8
16688,9
16689,15
16690,3
16691,6
16692,3
16693,11
16694,14
16695,9
16696,5
16697,6
16698,12
16699,11
16700,3
16701,14
16702,9
16703,19
16704,19
16705,4
16706,14
16707,1
16708,13
16709,1
16710,7
16711,3
16712,11
16713,18
16714,5
16715,4
16716,17
16717,13
16718,13
16719,15
16720,6
16721,18
16722,6
16723,3
16724,4
16725,13
16726,8
16727,12
16728,3
16729,9
16730,6
16731,16
16732,18
16733,13
16734,14
16735,6
16736,8
16737,3
16738,10
16739,15
16740,19
16741,12
16742,3
16743,6
16744,13
16745,13
16746,8
16747,3
16748,11
16749,6
16750,9
16751,9
16752,14
16753,3
16754,7
16755,8
16756,18
16757,18
16758,19
16759,10
16760,18
16761,14
16762,18
16763,1
16764,3
16765,15
16766,9
16767,12
16768,4
16769,17
16770,3
16771,13
16772,11
16773,17
16774,13
16775,18
16776,11
16777,19
16778,18
16779,14
16780,8
16781,14
16782,17
16783,13
16784,11
16785,10
16786,4
16787,3
16788,2
16789,3
16790,13
16791,3
16792,15
16793,18
16794,8
16795,8
16796,6
16797,15
16798,17
16799,8
16800,3
16801,19
16802,8
16803,9
16804,12
16805,12
16806,1
16807,9
16808,13
16809,1
16810,16
16811,2
16812,1
16813,1
16814,14
16815,14
16816,10
16817,1
16818,6
16819,4
16820,1
16821,13
16822,6
16823,6
16824,14
16825,12
16826,9
16827,14
16828,11
16829,18
16830,12
16831,17
16832,18
16833,7
16834,8
16835,8
16836,12
16837,14
16838,10
16839,15
16840,12
16841,9
16842,10
16843,10
16844,11
16845,15
16846,8
16847,19
16848,18
16849,11
16850,6
16851,15
16852,16
16853,9
16854,8
16855,9
16856,1
16857,1
16858,9
16859,4
16860,15
16861,9
16862,19
16863,10
16864,6
16865,6
16866,10
16867,9
16868,4
16869,8
16870,1
16871,9
16872,16
16873,12
16874,1
16875,3
16876,10
16877,6
16878,16
16879,9
16880,15
16881,6
16882,14
16883,9
16884,19
16885,3
16886,5
16887,8
16888,15
16889,6
16890,1
16891,1
16892,14
16893,7
16894,18
16895,17
16896,19
16897,11
16898,13
16899,3
16900,13
16901,13
16902,15
16903,15
16904,15
16905,18
16906,16
16907,10
16908,2
16909,6
16910,14
16911,8
16912,7
16913,17
16914,13
16915,3
16916,12
16917,2
16918,7
16919,14
16920,15
16921,2
16922,15
16923,13
16924,17
16925,10
16926,6
16927,15
16928,2
16929,3
16930,15
16931,7
16932,9
16933,3
16934,4
16935,10
16936,1
16937,9
16938,11
16939,3
16940,2
16941,5
16942,10
16943,11
16944,1
16945,8
16946,15
16947,13
16948,1
16949,8
16950,9
16951,10
16952,1
16953,10
16954,1
16955,4
16956,14
16957,17
16958,15
16959,12
16960,18
16961,10
16962,13
16963,14
16964,16
16965,2
16966,13
16967,14
16968,5
16969,10
16970,12
16971,8
16972,17
16973,17
16974,18
16975,14
16976,8
16977,1
16978,13
16979,7
16980,17
16981,13
16982,18
16983,11
16984,3
16985,15
16986,6
16987,2
16988,9
16989,4
16990,9
16991,1
16992,6
16993,16
16994,12
16995,11
16996,15
16997,16
16998,15
16999,9
17000,17
17001,16
17002,16
17003,6
17004,9
17005,18
17006,13
17007,2
17008,13
17009,3
17010,13
17011,17
17012,6
17013,13
17014,3
17015,6
17016,15
17017,17
17018,17
17019,12
17020,7
17021,12
17022,12
17023,13
17024,6
17025,6
17026,3
17027,17
17028,6
17029,15
17030,18
17031,10
17032,7
17033,16
17034,17
17035,9
17036,8
17037,4
17038,18
17039,9
17040,2
17041,15
17042,13
17043,19
17044,12
17045,17
17046,3
17047,11
17048,4
17049,9
17050,17
17051,5
17052,7
17053,11
17054,7
17055,9
17056,3
17057,17
17058,12
17059,18
17060,14
17061,2
17062,11
17063,3
17064,11
17065,16
17066,14
17067,3
17068,1
17069,6
17070,4
17071,9
17072,18
17073,12
17074,9
17075,1
17076,7
17077,9
17078,10
17079,18
17080,15
17081,4
17082,9
17083,17
17084,15
17085,8
17086,18
17087,18
17088,5
17089,10
17090,3
17091,11
17092,18
17093,8
17094,8
17095,1
17096,4
17097,11
17098,18
17099,7
17100,18
17101,19
17102,13
17103,18
17104,7
17105,3
17106,16
17107,15
17108,9
17109,15
17110,6
17111,3
17112,6
17113,13
17114,5
17115,8
17116,9
17117,13
17118,11
17119,9
17120,12
17121,14
17122,8
17123,10
17124,9
17125,9
17126,12
17127,11
17128,8
17129,13
17130,8
17131,10
17132,5
17133,3
17134,13
17135,5
17136,17
17137,9
17138,19
17139,4
17140,5
17141,9
17142,19
17143,15
17144,13
17145,3
17146,1
17147,8
17148,14
17149,2
17150,8
17151,7
17152,9
17153,14
17154,13
17155,17
17156,4
17157,18
17158,6
17159,8
17160,3
17161,7
17162,3
17163,18
17164,13
17165,15
17166,14
17167,6
17168,14
17169,9
17170,18
17171,7
17172,16
17173,15
17174,18
17175,18
17176,15
17177,3
17178,19
17179,6
17180,9
17181,18
17182,8
17183,19
17184,15
17185,6
17186,12
17187,3
17188,12
17189,13
17190,17
17191,3
17192,7
17193,9
17194,8
17195,13
17196,3
17197,15
17198,12
17199,18
17200,16
17201,8
17202,3
17203,8
17204,12
17205,13
17206,7
17207,5
17208,3
17209,8
17210,13
17211,19
17212,5
17213,18
17214,18
17215,12
17216,18
17217,5
17218,5
17219,5
17220,13
17221,1
17222,7
17223,18
17224,17
17225,9
17226,14
17227,3
17228,6
17229,9
17230,18
17231,18
17232,9
17233,3
17234,9
17235,6
17236,13
17237,7
17238,2
17239,18
17240,8
17241,11
17242,13
17243,13
17244,4
17245,12
17246,14
17247,10
17248,6
17249,13
17250,12
17251,6
17252,3
17253,3
17254,3
17255,18
17256,6
17257,3
17258,10
17259,18
17260,8
17261,9
17262,3
17263,13
17264,12
17265,9
17266,16
17267,11
17268,6
17269,9
17270,9
17271,18
17272,12
17273,2
17274,4
17275,13
17276,9
17277,8
17278,14
17279,3
17280,1
17281,6
17282,13
17283,17
17284,18
17285,14
17286,13
17287,8
17288,18
17289,11
17290,15
17291,16
17292,3
17293,13
17294,12
17295,10
17296,13
17297,3
17298,3
17299,15
17300,8
17301,16
17302,3
17303,10
17304,7
17305,14
17306,8
17307,17
17308,14
17309,19
17310,4
17311,3
17312,1
17313,12
17314,15
17315,19
17316,12
17317,8
17318,13
17319,18
17320,18
17321,8
17322,9
17323,17
17324,18
17325,19
17326,4
17327,11
17328,10
17329,15
17330,19
17331,14
17332,8
17333,18
17334,2
17335,18
17336,12
17337,12
17338,17
17339,11
17340,10
17341,7
17342,4
17343,15
17344,10
17345,19
17346,3
17347,18
17348,4
17349,16
17350,18
17351,18
17352,10
17353,4
17354,15
17355,6
17356,15
17357,9
17358,19
17359,11
17360,8
17361,11
17362,5
17363,6
17364,3
17365,15
17366,3
17367,1
17368,1
17369,16
17370,18
17371,10
17372,10
17373,16
17374,4
17375,8
17376,14
17377,14
17378,11
17379,17
17380,8
17381,9
17382,12
17383,8
17384,8
17385,12
17386,14
17387,2
17388,18
17389,10
17390,3
17391,1
17392,13
17393,5
17394,15
17395,1
17396,3
17397,19
17398,12
17399,8
17400,5
17401,18
17402,6
17403,14
17404,15
17405,18
17406,15
17407,8
17408,6
17409,14
17410,9
17411,19
17412,13
17413,12
17414,18
17415,10
17416,8
17417,12
17418,7
17419,13
17420,2
17421,1
17422,9
17423,11
17424,18
17425,3
17426,14
17427,13
17428,14
17429,19
17430,10
17431,9
17432,4
17433,10
17434,15
17435,17
17436,12
17437,3
17438,3
17439,3
17440,10
17441,15
17442,12
17443,6
17444,14
17445,3
17446,2
17447,15
17448,7
17449,19
17450,13
17451,19
17452,9
17453,15
17454,9
17455,2
17456,11
17457,3
17458,3
17459,1
17460,12
17461,11
17462,7
17463,15
17464,1
17465,19
17466,10
17467,2
17468,3
17469,18
17470,7
17471,19
17472,6
17473,3
17474,3
17475,7
17476,8
17477,11
17478,16
17479,15
17480,9
17481,17
17482,16
17483,14
17484,8
17485,19
17486,1
17487,9
17488,11
17489,8
17490,18
17491,8
17492,3
17493,13
17494,10
17495,13
17496,10
17497,8
17498,7
17499,12
17500,19
17501,13
17502,11
17503,9
17504,11
17505,11
17506,1
17507,3
17508,6
17509,1
17510,17
17511,2
17512,1
17513,3
17514,14
17515,9
17516,18
17517,18
17518,12
17519,18
17520,3
17521,6
17522,3
17523,19
17524,13
17525,18
17526,8
17527,18
17528,2
17529,11
17530,13
17531,19
17532,8
17533,19
17534,4
17535,3
17536,9
17537,14
17538,8
17539,4
17540,14
17541,6
17542,9
17543,14
17544,13
17545,13
17546,11
17547,14
17548,13
17549,10
17550,13
17551,9
17552,2
17553,18
17554,3
17555,13
17556,15
17557,2
17558,4
17559,8
17560,3
17561,13
17562,2
17563,13
17564,16
17565,10
17566,12
17567,7
17568,6
17569,4
17570,3
17571,11
17572,13
17573,6
17574,16
17575,2
17576,6
17577,4
17578,13
17579,3
17580,16
17581,3
17582,9
17583,6
17584,6
17585,2
17586,13
17587,17
17588,14
17589,14
17590,3
17591,2
17592,10
17593,14
17594,13
17595,3
17596,2
17597,12
17598,19
17599,7
17600,13
17601,3
17602,9
17603,13
17604,14
17605,10
17606,13
17607,13
17608,14
17609,9
17610,14
17611,4
17612,15
17613,18
17614,15
17615,18
17616,15
17617,12
17618,14
17619,14
17620,12
17621,6
17622,13
17623,4
17624,15
17625,16
17626,3
17627,6
17628,15
17629,11
17630,6
17631,14
17632,4
17633,4
17634,17
17635,11
17636,16
17637,14
17638,14
17639,11
17640,18
17641,14
17642,3
17643,2
17644,5
17645,8
17646,5
17647,3
17648,13
17649,13
17650,6
17651,18
17652,1
17653,7
17654,10
17655,11
17656,14
17657,6
17658,3
17659,4
17660,9
17661,2
17662,1
17663,10
17664,13
17665,9
17666,18
17667,9
17668,2
17669,13
17670,3
17671,9
17672,5
17673,18
17674,9
17675,16
17676,15
17677,11
17678,9
17679,13
17680,17
17681,8
17682,18
17683,1
17684,18
17685,1
17686,8
17687,13
17688,14
17689,4
17690,14
17691,6
17692,15
17693,16
17694,5
17695,17
17696,12
17697,6
17698,16
17699,9
17700,11
17701,16
17702,3
17703,4
17704,13
17705,14
17706,4
17707,17
17708,13
17709,4
17710,7
17711,19
17712,13
17713,7
17714,2
17715,3
17716,13
17717,8
17718,18
17719,19
17720,3
17721,1
17722,9
17723,15
17724,9
17725,9
17726,8
17727,9
17728,6
17729,3
17730,6
17731,8
17732,9
17733,9
17734,13
17735,9
17736,10
17737,15
17738,15
17739,3
17740,13
17741,10
17742,3
17743,13
17744,8
17745,11
17746,12
17747,13
17748,15
17749,18
17750,13
17751,9
17752,10
17753,10
17754,6
17755,8
17756,5
17757,14
17758,14
17759,9
17760,9
17761,1
17762,11
17763,6
17764,1
17765,19
17766,3
17767,3
17768,14
17769,15
17770,13
17771,8
17772,14
17773,13
17774,4
17775,15
17776,12
17777,14
17778,6
17779,14
17780,4
17781,3
17782,18
17783,14
17784,11
17785,15
17786,15
17787,5
17788,15
17789,8
17790,8
17791,1
17792,11
17793,16
17794,13
17795,11
17796,1
17797,10
17798,12
17799,13
17800,13
17801,7
17802,15
17803,16
17804,18
17805,15
17806,6
17807,17
17808,13
17809,1
17810,18
17811,6
17812,10
17813,13
17814,6
17815,14
17816,17
17817,17
17818,19
17819,3
17820,10
17821,5
17822,3
17823,9
17824,7
17825,2
17826,15
17827,12
17828,18
17829,12
17830,9
17831,7
17832,12
17833,3
17834,10
17835,15
17836,5
17837,7
17838,8
17839,3
17840,14
17841,14
17842,8
17843,10
17844,15
17845,6
17846,10
17847,14
17848,9
17849,3
17850,12
17851,1
17852,14
17853,1
17854,4
17855,14
17856,13
17857,19
17858,10
17859,8
17860,7
17861,8
17862,2
17863,3
17864,16
17865,15
17866,16
17867,13
17868,5
17869,18
17870,15
17871,3
17872,14
17873,2
17874,18
17875,18
17876,6
17877,5
17878,1
17879,9
17880,3
17881,9
17882,11
17883,14
17884,12
17885,11
17886,3
17887,3
17888,19
17889,15
17890,4
17891,1
17892,11
17893,3
17894,14
17895,7
17896,18
17897,14
17898,3
17899,3
17900,1
17901,2
17902,13
17903,7
17904,15
17905,7
17906,16
17907,18
17908,2
17909,2
17910,15
17911,12
17912,7
17913,3
17914,15
17915,3
17916,15
17917,13
17918,4
17919,15
17920,9
17921,11
17922,11
17923,2
17924,13
17925,9
17926,19
17927,4
17928,13
17929,8
17930,14
17931,3
17932,10
17933,6
17934,11
17935,9
17936,6
17937,14
17938,2
17939,3
17940,6
17941,19
17942,10
17943,18
17944,19
17945,14
17946,14
17947,7
17948,9
17949,11
17950,14
17951,3
17952,12
17953,9
17954,12
17955,18
17956,16
17957,11
17958,6
17959,8
17960,13
17961,11
17962,11
17963,14
17964,13
17965,13
17966,5
17967,13
17968,19
17969,1
17970,15
17971,3
17972,8
17973,17
17974,8
17975,3
17976,18
17977,17
17978,4
17979,6
17980,8
17981,9
17982,3
17983,12
17984,7
17985,13
17986,4
17987,10
17988,6
17989,4
17990,15
17991,5
17992,10
17993,16
17994,9
17995,9
17996,18
17997,18
17998,15
17999,18
18000,9
18001,9
18002,14
18003,14
18004,4
18005,3
18006,4
18007,13
18008,16
18009,17
18010,10
18011,11
18012,10
18013,14
18014,11
18015,6
18016,18
18017,11
18018,14
18019,4
18020,10
18021,15
18022,13
18023,9
18024,2
18025,6
18026,9
18027,6
18028,11
18029,12
18030,18
18031,4
18032,2
18033,18
18034,15
18035,18
18036,9
18037,1
18038,8
18039,18
18040,8
18041,9
18042,11
18043,9
18044,1
18045,3
18046,12
18047,3
18048,14
18049,6
18050,14
18051,12
18052,3
18053,3
18054,7
18055,7
18056,8
18057,18
18058,4
18059,2
18060,1
18061,14
18062,11
18063,13
18064,9
18065,18
18066,11
18067,5
18068,10
18069,6
18070,4
18071,11
18072,5
18073,15
18074,9
18075,11
18076,17
18077,13
18078,15
18079,10
18080,13
18081,17
18082,6
18083,13
18084,5
18085,3
18086,6
18087,15
18088,16
18089,11
18090,9
18091,15
18092,14
18093,2
18094,9
18095,13
18096,1
18097,9
18098,6
18099,19
18100,19
18101,6
18102,14
18103,9
18104,12
18105,16
18106,13
18107,8
18108,9
18109,19
18110,8
18111,13
18112,10
18113,15
18114,16
18115,2
18116,14
18117,10
18118,17
18119,3
18120,12
18121,4
18122,12
18123,10
18124,5
18125,9
18126,14
18127,12
18128,19
18129,3
18130,13
18131,1
18132,4
18133,8
18134,18
18135,1
18136,5
18137,12
18138,14
18139,12
18140,11
18141,9
18142,19
18143,13
18144,15
18145,8
18146,8
18147,6
18148,18
18149,17
18150,14
18151,19
18152,19
18153,9
18154,7
18155,17
18156,7
18157,16
18158,19
18159,18
18160,11
18161,16
18162,19
18163,14
18164,3
18165,13
18166,16
18167,19
18168,6
18169,18
18170,7
18171,14
18172,3
18173,9
18174,17
18175,12
18176,8
18177,7
18178,11
18179,9
18180,18
18181,16
18182,1
18183,13
18184,5
18185,8
18186,1
18187,14
18188,1
18189,1
18190,1
18191,15
18192,3
18193,17
18194,15
18195,6
18196,15
18197,9
18198,3
18199,13
18200,13
18201,3
18202,14
18203,13
18204,14
18205,18
18206,5
18207,15
18208,2
18209,9
18210,3
18211,8
18212,15
18213,3
18214,9
18215,13
18216,17
18217,13
18218,2
18219,18
18220,15
18221,13
18222,4
18223,14
18224,18
18225,9
18226,19
18227,15
18228,7
18229,15
18230,9
18231,3
18232,9
18233,3
18234,16
18235,9
18236,19
18237,5
18238,19
18239,12
18240,3
18241,19
18242,12
18243,3
18244,18
18245,16
18246,6
18247,13
18248,4
18249,5
18250,6
18251,14
18252,12
18253,19
18254,10
18255,14
18256,6
18257,10
18258,4
18259,13
18260,16
18261,5
18262,8
18263,8
18264,11
18265,17
18266,3
18267,1
18268,7
18269,18
18270,2
18271,4
18272,11
18273,15
18274,6
18275,18
18276,17
18277,15
18278,12
18279,8
18280,18
18281,4
18282,8
18283,12
18284,9
18285,14
18286,14
18287,3
18288,3
18289,4
18290,9
18291,8
18292,17
18293,2
18294,1
18295,8
18296,4
18297,10
18298,19
18299,3
18300,16
18301,3
18302,14
18303,18
18304,12
18305,15
18306,9
18307,9
18308,13
18309,6
18310,6
18311,6
18312,8
18313,18
18314,10
18315,9
18316,8
18317,11
18318,18
18319,14
18320,6
18321,17
18322,10
18323,5
18324,6
18325,1
18326,13
18327,19
18328,15
18329,18
18330,6
18331,15
18332,16
18333,13
18334,15
18335,9
18336,3
18337,4
18338,1
18339,3
18340,8
18341,13
18342,14
18343,11
18344,19
18345,2
18346,17
18347,6
18348,6
18349,15
18350,2
18351,1
18352,8
18353,7
18354,18
18355,6
18356,3
18357,18
18358,3
18359,15
18360,15
18361,2
18362,19
18363,8
18364,14
18365,16
18366,1
18367,6
18368,15
18369,16
18370,13
18371,1
18372,14
18373,4
18374,19
18375,6
18376,6
18377,14
18378,1
18379,17
18380,7
18381,14
18382,14
18383,2
18384,10
18385,10
18386,13
18387,16
18388,12
18389,9
18390,12
18391,8
18392,2
18393,9
18394,8
18395,8
18396,12
18397,13
18398,13
18399,5
18400,2
18401,17
18402,18
18403,19
18404,3
18405,13
18406,14
18407,8
18408,9
18409,6
18410,17
18411,7
18412,14
18413,8
18414,12
18415,12
18416,14
18417,3
18418,14
18419,14
18420,9
18421,2
18422,16
18423,9
18424,18
18425,14
18426,18
18427,18
18428,15
18429,5
18430,8
18431,6
18432,3
18433,3
18434,14
18435,14
18436,17
18437,11
18438,17
18439,14
18440,18
18441,18
18442,6
18443,3
18444,13
18445,15
18446,2
18447,6
18448,9
18449,1
18450,2
18451,5
18452,18
18453,6
18454,2
18455,11
18456,12
18457,2
18458,5
18459,15
18460,3
18461,13
18462,14
18463,9
18464,15
18465,16
18466,6
18467,3
18468,9
18469,3
18470,17
18471,14
18472,6
18473,9
18474,9
18475,10
18476,6
18477,15
18478,14
18479,11
18480,9
18481,3
18482,12
18483,9
18484,6
18485,14
18486,12
18487,13
18488,15
18489,12
18490,11
18491,8
18492,11
18493,4
18494,3
18495,1
18496,4
18497,18
18498,1
18499,14
18500,14
18501,18
18502,18
18503,3
18504,16
18505,6
18506,15
18507,14
18508,13
18509,13
18510,17
18511,11
18512,11
18513,12
18514,4
18515,13
18516,12
18517,8
18518,10
18519,13
18520,15
18521,12
18522,3
18523,9
18524,11
18525,13
18526,4
18527,3
18528,12
18529,6
18530,9
18531,15
18532,11
18533,14
18534,7
18535,9
18536,14
18537,12
18538,13
18539,13
18540,7
18541,1
18542,6
18543,15
18544,12
18545,13
18546,7
18547,2
18548,14
18549,13
18550,15
18551,2
18552,13
18553,6
18554,14
18555,9
18556,3
18557,12
18558,13
18559,9
18560,4
18561,3
18562,12
18563,11
18564,3
18565,12
18566,1
18567,14
18568,17
18569,7
18570,14
18571,13
18572,6
18573,18
18574,15
18575,19
18576,13
18577,14
18578,1
18579,14
18580,12
18581,8
18582,3
18583,10
18584,15
18585,3
18586,6
18587,3
18588,13
18589,1
18590,13
18591,19
18592,6
18593,7
18594,11
18595,9
18596,9
18597,13
18598,11
18599,1
18600,19
18601,5
18602,6
18603,18
18604,9
18605,3
18606,1
18607,9
18608,17
18609,16
18610,3
18611,11
18612,4
18613,14
18614,11
18615,6
18616,6
18617,12
18618,5
18619,18
18620,14
18621,3
18622,16
18623,13
18624,10
18625,7
18626,15
18627,9
18628,6
18629,8
18630,1
18631,8
18632,9
18633,18
18634,15
18635,19
18636,18
18637,10
18638,10
18639,19
18640,11
18641,19
18642,1
18643,4
18644,16
18645,13
18646,14
18647,15
18648,11
18649,11
18650,12
18651,3
18652,8
18653,14
18654,15
18655,14
18656,18
18657,8
18658,19
18659,13
18660,18
18661,4
18662,8
18663,13
18664,11
18665,15
18666,8
18667,18
18668,15
18669,4
18670,7
18671,9
18672,7
18673,13
18674,13
18675,12
18676,10
18677,14
18678,9
18679,6
18680,6
18681,6
18682,15
18683,18
18684,16
18685,13
18686,7
18687,18
18688,4
18689,3
18690,2
18691,14
18692,15
18693,10
18694,14
18695,14
18696,3
18697,15
18698,13
18699,9
18700,1
18701,10
18702,3
18703,14
18704,3
18705,4
18706,3
18707,15
18708,18
18709,4
18710,6
18711,13
18712,13
18713,4
18714,3
18715,6
18716,18
18717,8
18718,2
18719,16
18720,15
18721,19
18722,1
18723,1
18724,15
18725,3
18726,15
18727,15
18728,8
18729,6
18730,15
18731,1
18732,10
18733,14
18734,5
18735,9
18736,8
18737,10
18738,8
18739,5
18740,9
18741,14
18742,19
18743,13
18744,13
18745,17
18746,9
18747,8
18748,12
18749,4
18750,9
18751,18
18752,9
18753,1
18754,6
18755,5
18756,14
18757,6
18758,4
18759,13
18760,3
18761,9
18762,4
18763,15
18764,6
18765,18
18766,3
18767,14
18768,11
18769,2
18770,14
18771,18
18772,4
18773,3
18774,3
